"Text"," topic "
" إذا كنتم تبحثون عن لابتوب رباعي النواة غير مكلف بسماكة أقلّ من ثلاثة أرباع البوصة، لا تتردّدوا في شراء «إيسر أسباير 5 A515 - 54 - 51DJ». يقدّم لكم هذا اللابتوب قوّة أكبر من حاجتكم لإتمام مهامكم اليومية بأداء نواته الرباعية المتين. يضمّ الجهاز في تصميمه قارئ للبصمة، وبطارية تدوم ليوم كامل ستروق لمهووسي الإنتاجية المتواصلة. ولكنكم قد تواجهون أثناء استخدامكم لهذا اللابتوب عيباً وحيداً هو شاشته ذات الإضاءة الخافتة.","Technology"
"  أفضل لابتوب للعمل بمقاس 14 - 15 بوصة. «إكس بي إس 15 9570» من ديل Dell XPS 15 9570. السعر: 1699.44 دولار.","Technology"
" تحتاج اللابتوبات التي تُستخدم لأداء مهام معقّدة ولفترات عمل طويلة إلى وحدة معالجة مركزية قويّة وشاشة كبيرة الحجم لضمان استمرارية إنتاجية المستخدم، إلى جانب بطارية جيّدة طبعاً وسهولة الحمل للسفر والتنقّل. في هذا الإطار، وضع لابتوب «إكس بي إس 15 9570» من ديل (المتوفّر على موقع أمازون) المعيار التالي: جهاز رقيق ولكن محمّل بالخصائص، يتميّز بخفّة وزنه، ويتضمّن وحدة معالجة مركزية «كور» i7 سداسية النواة ستواكبكم طوال اليوم، وكذلك ستفعل بطاريته التي تضمن لكم 97 ساعة من العمل أسبوعياً، أي بمعدّل 14 ساعة يومياً حتّى مع تشغيل وتعديل الفيديوهات (أثبتت البطارية جدارتها خلال الاختبارات).","Technology"
" وتجدر الإشارة إلى أنّ تصميم «إكس بي إس». الحالي لم يتغيّر كثيراً عن الأجيال السابقة. وهذا التصميم شبه كامل ولا ينقصه شيء، إلّا أنّ الإصدار الجديد يتميّز بقارئ بصمة خارق جعله يتفوّق على ما سبقه.","Technology"
"  خيار آخر. «ثينك باد إكس 1 إكستريم» من لينوفوLenovo ThinkPad X1 Extreme","Technology"
" لا يختلف هذا الجهاز (متوفّر عبر موقع الشركة) كثيراً عن اللابتوب السابق، حيث إنه يتضمّن وحدة معالجة مركزية «كور i7 - 8850H» سداسية النواة، ووحدة معالجة للرسوميات «جي فورس GTX 1050 Ti Max - Q»، وشاشة 4 كيه بمقاس 15.6 بوصة، ويزن نحو 1.8 كلغم أي أخفّ بنحو 0.2 كلغم من «XPS 15 9570» بالتركيبة الداخلية المشابهة. ولكنّه لسوء الحظّ لم يحتلّ صدارة هذه الفئة لأنّه أقلّ سرعة من جهاز ديل، وأغلى ثمناً من معظم منافسيه.","Technology"
" في المقابل، يعتبر هذا اللابتوب خياراً مثالياً لموظفي الشركات الكبرى بسبب وحدة المعالجة المركزية المتينة التي يضمّها، وتوفيره الكثير من أدوات تكنولوجيا المعلومات المفيدة، دون أن ننسى أنّ ميزانية هؤلاء قد تحتمل سعره الباهظ.","Technology"
"  أفضل لابتوب متحوّل. «سبيكتر» x360 13t من «إتش بي». HP Spectre x360 13t السعر: 1299 دولارا.","Technology"
" يعد لابتوب «سبيكتر» x360 13t الجديد من «إتش بي» من الأجهزة الرقيقة والخفيفة بتقديم جميع ميزاتها مجتمعة لمستخدميه. هل ترغبون بوسيط تخزين ذي حالة ثابتة M2؟ ستحصلون عليه في سبيكتر الجديد. أو هل تريدون منفذ USB A؟ ستجدونه أيضاً. وتجدر الإشارة إلى أنّ لابتوب سبيكتر الجديد سجّل تمايزاً واضحاً عند مقارنته بلابتوب «إكس بي إس 13 2 في 1 7390»، المعروف بتفوّقه في فئة اللابتوبات المتحوّلة.","Technology"
"التجارة الصينية تفوق التوقعات في يونيو بدعم طلب قوي ","Economy"
"حققت الصين أرقاما تجارية أقوى من المتوقع في يونيو حزيران اليوم الخميس بدعم قوة الطلب العالمي على السلع الصينية وزيادة الإقبال على مواد البناء في الداخل غير أن القيود المحلية على الإقراض قد تؤثر على الواردات في وقت لاحق من العام.","Economy"
" وأظهرت بيانات رسمية أن صادرات ثاني أكبر اقتصاد في العالم زادت 11.3 بالمئة على أساس سنوي في حين زادت الواردات 17.2 بالمئة ليتجاوز كلاهما توقعات المحللين.","Economy"
" وفي حين استفادت الصادرات من الطلب القوي على الالكترونيات والسلع الصناعية فقد يفضي الفائض التجاري المتزايد وبخاصة مع الولايات المتحدة إلى توترات تجارية حيث يسعى الرئيس الأمريكي دونالد ترامب لتعزيز نشاط القطاع الصناعي ببلاده.","Economy"
" ويقول المحللون إن المخاطر الاقتصادية والسياسية قد تقوض الكثير من الزخم التجاري القوي الذي شهدته الصين في النصف الأول من العام.","Economy"
" وحققت الصين فائضا تجاريا بلغ 42.77 مليار دولار في يونيو حزيران وهو ما يتجاوز بقليل توقعات المحللين لتحقيق فائض 42.44 مليار دولار ويزيد على الفائض التجاري لمايو أيار البالغ 40.81 مليار دولار.","Economy"
" وتوقع محللون استطلعت رويترز آراءهم زيادة شحنات يونيو حزيران من أكبر مصدر في العالم 8.7 بالمئة تماشيا مع النمو المسجل في مايو أيار. وكان من المتوقع زيادة الواردات 13.1 بالمئة في تباطؤ طفيف عن زيادة قوية لم تكن متوقعة في مايو أيار بلغت 14.8 بالمئة.","Economy"
" وزادت الصادرات المقومة باليوان 15 بالمئة على أساس سنوي في الفترة من يناير كانون الثاني حتى يونيو حزيران في حين قفزت الواردات 25.7 بالمئة في نفس الفترة.","Economy"
" وأظهرت البيانات الرسمية أن الفائض التجاري للصين مع الولايات المتحدة سجل 25.4 مليار دولار في يونيو حزيران ارتفاعا من 22 مليار دولار في مايو أيار وهو أعلى فائض تجاري منذ أكتوبر تشرين الأول 2015 وفقا لحسابات رويترز. ","Economy"
"أرامكو توقع مذكرات تفاهم قيمتها 39 مليار ريال لتشجيع المحتوى المحلي ","Economy"
"وقعت أرامكو السعودية اليوم الأربعاء اتفاقات مع شركات أجنبية ومحلية لا تقل قيمتها عن 39 مليار ريال (10.4 مليار دولار).","Economy"
" وقالت الشركة إن الجانب الأكبر من مذكرات التفاهم الموقعة يأتي في إطار مبادرة لتشجيع التصنيع المحلي. وجرى توقيع اتفاق أيضا مع شركة خدمات النفط والحفر شلومبرجر قيمته ستة مليارات ريال.","Economy"
"أزمة بيئية تهدد أكبر بحيرة للمياه العذبة في العالم .. «بايكال» تواجه نقمة الطفرة السياحية ","Economy"
"تسبب الطفرة السياحية في بحيرة بايكال في سيبيريا قلقا للسلطات من الناحية البيئية، حيث تعتزم تقييد السياحة في هذه المنطقة التي تستقبل نحو 1.6 مليون سائح سنويا، عن طريق فرض نظام حصص.","Economy"
" على شاطئ بحيرة ""بايكال"" في سيبيريا، وهي أكبر بحيرة للمياه العذبة في العالم، تصطف مجموعة ملونة من الأكشاك التي تبيع الكباب، تقف حافلات سياحية لا تحصى بطول الشاطئ الضيق، وتشكل طابورا يصل طوله إلى نحو كيلو متر.","Economy"
" وفقا لـ""الألمانية"" كانت بلدة ""ليستفيانكا"" الصغيرة على الشاطئ الغربي للبحيرة الرائعة ذات يوم قرية تقليدية لصيد الأسماك، لكن لم يتبق كثير من هذا التراث اليوم. ويجذب الموقع، المدرج ضمن قائمة مواقع التراث العالمي لمنظمة الأمم المتحدة للتربية والعلوم والثقافة ""اليونيسكو""، مئات الآلاف من السياح سنويا. وفي ظل هذه الزيادة في عدد الزوار، مقارنة بأي وقت مضى، زاد أيضا حجم النفايات على المنوال نفسه، حسبما حذر خبراء البيئة.","Economy"
" ولم تبعد هذه البحيرة -وهي الأعمق في العالم، حيث يزيد عمقها على 1600 متر- أبدا عن العناوين الرئيسة في الأعوام الأخيرة. في الماضي، كان المعنيون بحماية البيئة يقاومون مصنعا لإنتاج الورق كان يطلق نفاياته مباشرة في البحيرة، وتم إغلاق المصنع قبل ستة أعوام، ووصف بأنه ""عار على روسيا"".","Economy"
" والآن، تتصدر البحيرة التي يبلغ طولها 640 كيلو مترا وعرضها 80 كيلو مترا في أوسع نقطة، عناوين الصحف بسبب الطفرة السياحية هناك.","Economy"
" وقال سيرجي إيفانوف، أمين المظالم المعني بالبيئة في الرئاسة الروسية ""الكرملين""، في مؤتمر بيئي عقد أخيرا ""تسبب ""بايكال"" لنا قلقا كبيرا""، ليلقي الضوء على قضية تجذب انتباه العلماء على نحو متزايد. ويريد إيفانوف تقييد السياحة في المنطقة الهشة من الناحية البيئية عن طريق فرض نظام حصص.","Economy"
" يخيم كثير من السياح في المنطقة، من دون تصريح، ولا توجد في الفنادق مرافق مناسبة لمعالجة مياه الصرف الصحي؛ كما يستمتع المخيمون بحفلات شواء بطريقة تفتقد للمسؤولية، ما يتسبب بشكل متكرر في حرائق غابات، كما تراكمت أطنان من القمامة على الشاطئ، لتعرض البحيرة للخطر.","Economy"
"الدولار يهبط لأدنى مستوى في 3 أشهر بفعل آمال بريكست ","Economy"
"هبط الدولار الأمريكي إلى أدنى مستوى في ثلاثة أشهر اليوم مع انحسار مشتريات الاستثمار الآمن وتحسن شهية المستثمرين للمخاطرة وسط آمال بتقدم في مفاوضات التجارة بين الولايات المتحدة والصين وكذلك تزايد فرص خروج منظم لبريطانيا من الاتحاد الأوروبي.","Economy"
" ,وبحسب ""رويترز"" صعد الجنيه الاسترليني إلى أعلى مستوى في أكثر من ثلاثة أشهر مقابل الدولار بدعم من أجواء التفاؤل بشأن بريكست بينما سجل اليورو أعلى مستوى في ثلاثة أسابيع.","Economy"
" وفي الوقت نفسه، هبطت عملات أخرى للاستثمار الآمن مثل الين الياباني والفرنك السويسري.","Economy"
" وأنهى مؤشر الدولار، الذي يقيس قيمة العملة الأمريكية مقابل سلة من ست عملات رئيسية، جلسة التداول منخفضا 0.37 بالمئة إلى 98.333 بعد أن هبط في وقت سابق إلى أدنى مستوى في ثلاثة أشهر ونصف الشهر عند 98.197 .","Economy"
" وارتفع اليورو 0.33 بالمئة إلى 1.1040 دولار مجاريا أعلى مستوى في ثلاثة أسابيع الذي سجله في جلسة الخميس.","Economy"
" وصعد الدولار 0.5 بالمئة مقابل العملة اليابانية إلى 108.40 ين بعد أن سجل في وقت سابق أعلى مستوى في شهرين ونصف.","Economy"
" وقفز الاسترليني إلى أعلى مستوى في أكثر من ثلاثة أشهر عند 1.2708 دولار وسجل ذروة خمسة أشهر مقابل اليورو عند 87.02 بنس. وجرى تداول الاسترليني في أواخر التعاملات مرتفعا 1.7 بالمئة عند 1.2662 دولار.","Economy"
"بريطانيا تحظر نصب معدات ""هواوي"" الخاصة بالجيل الخامس بدءا من سبتمبر 2021 ","Economy"
"أعلنت الحكومة البريطانية اليوم الإثنين أنها سوف تمنع موفري خدمة الإنترنت من نصب معدات هواوي فى شبكة الجيل الخامس بالبلاد اعتبارا من شهر  سبتمبر 2021، بحسب ما نشرت ""الألمانية"".","Economy"
" وذكرت وكالة برس اسوسييشن البريطانية أن أوليفر دودن، وزير الدولة لوسائل الإعلام والثقافة والرياضة، حدد الموعد الجديد قبل عرض مشروع قانون الاتصالات اللاسلكية (الأمن) على البرلمان يوم الإثنين.","Economy"
" وقال دودن في بيان اليوم:"" إننا بصدد اتخاذ أكثر الخطوات جسارة لتطبيق واحدة من أشد أنظمة أمن الاتصالات صرامة فى العالم"".","Economy"
" وأضاف أن"" الجزء المحوري من ذلك يتمثل فى مكافحة البائعين بالغي الخطورة، وقد حددت جدولا زمنيا واضحا للانتهاء من إزالة معدات هواوى من شبكات الجيل الخامس الخاصة بنا فى موعد أقصاه عام 2027"".","Economy"
" كانت الحكومة البريطانية قد ذكرت فى يوليو أنها سوف تستبعد عملاق التكنولوجيا الصينية من البنية التحتية الخاصة بالجيل الخامس فى بريطانيا، استنادا إلى مخاوف أمنية.","Economy"
" وأشار دودن فى ذات الوقت إلى أنه بحلول الموعد المذكور يتعين إزالة الأجزاء المنصوبة بالفعل بحلول عام 2027 بما فى ذلك البنية التحتية","Economy"
" الموجودةالخاصة بالجيل الرابع.","Economy"
"بلومبرج: تغيرات كبرى وعميقة تنتظر الاقتصاد العالمي .. ما زلنا في البداية ","Economy"
"الصدمات الاقتصادية الكبرى مثل جائحة فيروس كورونا، التي تفشت خلال العام الحالي تحدث كل عدة أجيال، وتؤدي إلى تغييرات دائمة وعميقة.","Economy"
" وذكر تقرير نشرته وكالة ""بلومبيرج"" للأنباء أنه بمقياس إجمالي الناتج المحلي، يمكن القول إن الاقتصاد العالمي يمضي بصورة جيدة في طريق التعافي من التباطؤ الذي تحمل تداعياته سكان العالم أجمع تقريبا، لكن التغيرات الكبرى في الاقتصاد العالمي ما زالت في بدايتها.","Economy"
" ومن المحتمل أن يساعد بدء التطعيم بلقاحات كورونا في تسريع وتيرة التعافي، لكن من المنتظر أن تحدد آثار فيروس كورونا المستجد، شكل النمو العالمي لأعوام مقبلة.","Economy"
" ويمكن تمييز بعض هذه الآثار الآن بالفعل، فالإنسان الآلي والأنظمة الإلكترونية تستحوذ على عديد من وظائف عمال المصانع والخدمات، بينما، سيبقى موظفو الأعمال الإدارية في منازلهم لوقت أطول.","Economy"
" كما سيزداد التباين في الدخول بين الدول بعضها بعضا وداخل الدولة نفسها، وستلعب الحكومات دورا أكبر في حياة المواطنين وستنفق وتقرض مزيدا من الأموال. وقد عادت الحكومة الكبيرة إلى الظهور حيث تعاد كتابة العقد الاجتماعي بين المجتمع والدولة بسرعة.","Economy"
" ويحذر البنك الدولي من أن الجائحة ستؤدي إلى ظهور جيل جديد من الفقراء وفوضى في سوق الديون، ويقول صندوق النقد الدولي إن الدول النامية تواجه خطر العودة إلى الخلف لمدة عشرة أعوام على الأقل بسبب تداعيات الجائحة.","Economy"
" وأصبح من الشائع أن تتبع السلطات الأماكن التي يذهب إليها الأشخاص ومن التقوا بهم وتدفع لهم رواتبهم بدلا من أصحاب العمل الذين لا يستطيعون مواصلة دفع الأجور في ظل التداعيات الاقتصادية لجائحة كورونا - ودفع رواتبهم عندما لا يتمكن أصحاب العمل من إدارتها.","Economy"
" وفي الدول التي سادت فيها أفكار السوق الحرة لعقود طويلة، كان لا بد من إصلاح شبكات الأمان الاجتماعي للحد من تداعيات الجائحة، ولدفع تكلفة هذه الإجراءات، واجهت حكومات العالم عجزا في الميزانية بلغ 11 تريليون دولار هذا العام.","Economy"
" ووفقا لشركة ماكينزي للاستشارات المحاسبية والقانونية، هناك بالفعل نقاش حول المدة التي يمكن أن يستمر فيها هذا الإنفاق الحكومي الكبير، ومتى يتعين على دافعي الضرائب بدء سداد هذه الفاتورة.","Economy"
" ولكن على الأقل في الاقتصادات المتقدمة، لا تشير أسعار الفائدة شديدة الانخفاض والأسواق المالية غير المنضبطة إلى أزمة مالية على المدى القريب. وتضيف بلومبيرج أنه على المدى الطويل، ستؤدي إعادة التفكير الكبيرة في الأوضاع الاقتصادية إلى تغيير الأفكار بشأن الدين العام. فهناك إجماع جديد على أن الحكومات لديها مجال أكبر للإنفاق في عالم منخفض التضخم، كما يمكن لهذه الحكومات استخدام السياسة المالية بشكل أكثر استباقية لدفع اقتصاداتها إلى النمو.","Economy"
" وعادت البنوك المركزية إلى طبع النقود، كما سجلت أسعار الفائدة مستويات منخفضة قياسية جديدة، وكثف محافظو البنوك المركزية سياسات التيسير الكمي، ووسعوا نطاقها لتشمل شراء سندات الشركات إلى جانب السندات الحكومية بهدف تعزيز الأداء الاقتصادي.","Economy"
" لقد أوجدت كل هذه التدخلات النقدية بعضا من أسهل الظروف المالية في التاريخ - وأطلقت العنان لجنون الاستثمار المضارب، الذي ترك كثيرا من المحللين قلقين بشأن المخاطر الأخلاقية في المستقبل.","Economy"
" لكن من الصعب تغيير اتجاه سياسات البنوك المركزية، خاصة إذا ظلت أسواق العمل متعثرة واستمرت الشركات في إجراءات خفض النفقات. ويشير التاريخ إلى أن الأوبئة تخفض أسعار الفائدة لفترة طويلة، وفقا لدراسة نشرت هذا العام.","Economy"
" وترى الدراسة أنه بعد ربع قرن من تفشي المرض، ستكون الفائدة أقل بنحو 1.5 نقطة مئوية عما كانت ستصبح عليه لولا تفشي الوباء. وخلال جائحة كورونا قدمت الحكومات القروض والتسهيلات الائتمانية كشريان حياة للاقتصاد، واستحوذت الشركات على هذه التسهيلات.","Economy"
" وكانت إحدى النتائج ارتفاع مستويات ديون الشركات في جميع أنحاء العالم المتقدم؛ حيث يقدر بنك التسويات الدولية أن الشركات غير المالية اقترضت 3.36 تريليون دولار في النصف الأول من عام 2020.","Economy"
" ويشير تقرير ""بلومبيرج"" إلى أنه مع انخفاض الإيرادات في عديد من الصناعات بسبب إجراءات الإغلاق أو حذر المستهلكين، في حين تلتهم الخسائر ميزانيات الشركات، تعد الظروف مهيأة لإيجاد أزمة عجز كبير عن سداد الديون بالنسبة للشركات، وفقا لتقرير جديد.","Economy"
" ويحذر البعض أيضا من خطورة الإفراط في تقديم الدعم للشركات، مع القليل من التمييز بشأن من يمكنه الحصول على هذا الدعم الحكومي، فيما يرى هؤلاء المحللون أن هذا المنهج يعد وصفة لوجود ما تسمى بـ""شركات زومبي"" لا يمكنها البقاء في السوق الحرة ولا تستطيع مواصلة عملها إلا بمساعدة الدولة، مما يجعل الاقتصاد بأكمله أقل إنتاجية.","Economy"
" وفي المقابل فإن الدول الفقيرة تفتقر إلى الموارد اللازمة سواء لحماية الوظائف والشركات، أو للاستثمار في اللقاحات، بالطريقة التي تتحرك بها الدول الأغنى حاليا، وستحتاج هذه الدول الفقيرة إلى شد الحزام وتقليص الإنفاق العام في أقرب وقت ممكن حتى لا تواجه خطر انهيار عملاتها المحلية وهروب رؤوس الأموال.","Economy"
"واشنطن تهدد صناعة السيارات الأوروبية .. وبكين تتحاشى الحرب التجارية ","Economy"
"قال متحدث باسم البرلمان الصيني أمس ""إن بلاده لن تقف مكتوفة الأيدي وستتخذ إجراءات ضرورية""، بعد إعلان الرئيس الأمريكي دونالد ترمب، عن الرسوم الجمركية الجديدة على الصلب والألمنيوم.","Economy"
" وأوضح تشانج يسوي، نائب وزير الشؤون الخارجية في مؤتمر صحافي قبيل افتتاح الجلسة البرلمانية السنوية الصينية ""لا تريد الصين حربا تجارية مع الولايات المتحدة، لكن إذا قامت الولايات المتحدة بفعل من شأنه الإضرار بالمصالح الصينية، فان الصين لن تقف مكتوفة الأيدي وستتخذ ما يلزم من إجراءات، وبالنسبة إلى مثل تلك العلاقة الكبيرة، فمن الطبيعي أن تكون هناك بعض الخلافات""، مضيفا أن ""الحل هو فتح أسواق وجعل التعاون أكبر"".","Economy"
" وتصاعدت المخاوف من اندلاع حرب تجارية بين الولايات المتحدة التي تستعد لفرض تعريفات جمركية من جانب، وبين الصين وشركاء رئيسين آخرين لواشنطن قد يوجهون ضربات انتقامية.","Economy"
" والصين منتج رئيسي للصلب والألمنيوم في العالم لكنها تؤمن جزءا ضئيلا من الواردات الأمريكية من هذين المنتجين، وبالتالي فإن هذه الرسوم الجديدة لن يكون لها تأثير كبير فيها في حال إقرارها.","Economy"
" لكن يسوي، أبدى مخاوف إزاء الانزلاق في دوامة تخرج عن السيطرة، في وقت تضاعف فيه واشنطن التحقيقات ورسوم مكافحة إغراق الأسواق ضد العملاق الآسيوي في مجالات عديدة تمتد من الغسالات إلى الألواح الشمسية.","Economy"
" وقال مشددا ""من الضروري للجميع أن يفهموا بوضوح وموضوعية النوايا الاستراتيجية للطرف الآخر""، مضيفا أن ""السياسات التي تؤسس على الأحكام غير السليمة والتصورات الخاطئة ستسيء إلى العلاقات وقد تكون لها عواقب لا يرغب فيها أي طرف"".","Economy"
" وحذرت بكين مرارا في الأشهر الأخيرة من أنها ستتخذ ""التدابير الضرورية"" دفاعا عن مؤسساتها في وجه ""القرارات الحمائية"" التي تصدر عن واشنطن.","Economy"
" وفتحت السلطات الصينية في هذا السياق تحقيقا مضادا للإغراق بحق الذرة البيضاء الأمريكية، كما أنها لا تستبعد استهداف صادرات الصويا الهائلة الأمريكية.","Economy"
" وزار ليو هي المستشار المقرب من الرئيس الصيني شي جين بينج واشنطن هذا الأسبوع في محاولة لإعادة الزخم إلى العلاقات الاقتصادية بين الدولتين، لكن تصريحات ترمب صدرت أثناء زيارته، فكانت بمنزلة صفعة لبكين.","Economy"
" ورغم ذلك، أكدت وكالة أنباء الصين الجديدة ""شينخوا"" أن ليو والمسؤولين الأمريكيين الذين التقاهم ""اتفقوا على ضرورة أن يعمد البلدان إلى تسوية خلافاتهما التجارية من خلال التعاون وليس المواجهة"".","Economy"
" وقال تشانج الأحد ""إن الحوار سيتواصل قريبا في بكين""، ولا يشكل الصلب والألمنيوم سوى جزء بسير من صادرات العملاق الآسيوي إلى الولايات المتحدة، حيث بلغ نحو 1 في المائة العام الماضي بحسب الجمارك الصينية.","Economy"
" وإثر ضغوط مارسها الغرب، عملت بكين على الحد بشكل كبير من قدرات مصنعي الفولاذ الصينيين، ورغم إنتاج محلي يتزايد، تراجعت الصادرات الصينية من الصلب بنسبة 30.5 في المائة العام الماضي.","Economy"
" في المقابل، فإن منتجي الصلب في كندا والبرازيل والمكسيك وكوريا الجنوبية وتركيا يعولون بشكل كبير على السوق الأمريكية التي تشكل أهمية قصوى لهم.","Economy"
" ويوضح ذلك ردود الفعل الصينية الأولية المعتدلة على تصريحات ترمب مقارنة بالتنديد الشديد الصادر عن كندا وأوروبا، واكتفت بكين بدعوة الولايات المتحدة إلى ""الامتناع عن استخدام أدوات حمائية""، ورأى وانج يي وزير الخارجية أن الرسوم على الصلب والألمنيوم التي تفرض تحت شعار الأمن القومي ""لا أساس لها"".","Economy"
" وفي تطور آخر، هدد الرئيس الأمريكي الاتحاد الأوروبي أمس بفرض ضرائب على السيارات إذا قام التكتل الأوروبي بزيادة الرسوم الجمركية على الشركات الأمريكية، بينما ذكرت بكين أنها تأمل في تفادي حرب تجارية مع واشنطن.","Economy"
" وكتب ترمب عبر موقع التواصل الاجتماعي ""تويتر""، ""إذا كان الاتحاد الأوروبي يرغب في زيادة رسومه وعوائقه الضخمة بالفعل، أمام الشركات الأمريكية التي تقوم بأعمال هناك، فإننا سنقوم ببساطة بفرض ضرائب على سياراتهم التي تتدفق بحرية إلى الولايات المتحدة"".","Economy"
" وأضاف ""إنهم يجعلون الأمر مستحيلا لبيع سياراتنا هناك. يا له من خلل تجاري كبير""، واشتكى ترمب أيضا من العجز التجاري الذي أرجعه إلى ""اتفاقياتنا وسياساتنا التجارية الغبية للغاية"".","Economy"
" ويعتقد ترمب أن تلك الاتفاقات تقدم الوظائف والثروات الأمريكية إلى ""دول أخرى استفادت منا لسنوات""، وذكرت صحيفة ""واشنطن بوست"" أن الهدف الرئيسي لهجمات ترمب في وسائل التواصل الاجتماعي، هو ألمانيا.","Economy"
" ويرى بيتر نافارو، أحد كبار مستشاري التجارة في إدارة ترمب، أن حصة شركات صناعة السيارات الأمريكية في الاسواق سرقت في الولايات المتحدة جراء استيراد كميات كبيرة من السيارات الأوروبية، فيما يجري تقليص عدد السيارات الأمريكية التي تباع في ألمانيا، وفقا للصحيفة الأمريكية.","Economy"
" وفي عام 2017، تم بيع نحو 1.35 مليون سيارة ألمانية جديدة في الولايات المتحدة، بزيادة قدرها 1 في المائة، وفقا للرابطة الألمانية لصناعة السيارات.","Economy"
" وتوقع ماتياس ويزمان الرئيس السابق للرابطة الألمانية لصناعة السيارات، أن تواصل ""مبيعات السيارات الألمانية في الولايات المتحدة الارتفاع في عام 2018"".","Economy"
" ودعت بريجيته تسيبريس وزيرة الاقتصاد الألمانية إلى الاعتدال في ظل تهديدات ترمب بفرض تعريفات جمركية عقابية على السيارات القادمة من الاتحاد الأوروبي.","Economy"
" وقالت تسيبريس ""آمل أن ينصت الرئيس الأمريكي للأصوات العاقلة الكثيرة الصادرة من بلاده أيضا وأن يعيد التفكير.. الرئيس ترمب يسعى للعب لعبة لا يمكن لأحد كسبها. فزيادة التعريفات باستمرار على مزيد من المنتجات، يمكن أن تؤدي في النهاية إلى تعرض تخفيضات التعريفات الجمركية السارية من عقود طويلة والتجارة الحرة والرخاء للخطر"".","Economy"
" وأكدت وزيرة الاقتصاد الألمانية أن الحكومة الاتحادية لا تزال تعول على التعاون الدولي واتفاقيات التجارة الحرة للاتحاد لأوروبي مع شركاء تجاريين في العالم بأسره.","Economy"
" ودعا اتحاد الاقتصاد الألماني لصناعات الحديد والصلب إلى اتخاذ ردود فعل حاسمة بالنظر إلى الرسوم الجمركية العقابية، وكتب رئيس الاتحاد هانز يورجن كركهوف، في مقال تم نشره أمس في جريدة ""تاجس شبيجل"" الألمانية ""يجب ألا تقف ألمانيا والاتحاد الأوروبي جانبا، عندما تتم محاولة إعادة صياغة قواعد اللعب العالمية""، وشدد على ضرورة أن تتخذ المفوضية الأوروبية إجراء سريعا.","Economy"
" وأشار كركهوف، إلى ضرورة أن تحمل ألمانيا راية المبادرة بصفتها ""معقلا صناعيا""، لافتا إلى أنه ينقص المؤسسات الأوروبية حتى الآن استخلاص استنتاجات واضحة من التطورات العالمية، محذرا من عواقب ملموسة على مستوى العالم نتيجة فرض الرسوم الجمركية الأمريكية على الواردات، ولا سيما في ألمانيا وأوروبا.","Economy"
" وأوضح كركهوف، أن الشركات التي تصدر الصلب إلى الولايات المتحدة حتى الآن، ستبحث عن بدائل، و""بشكل إجمالي تحاسب أوروبا على فاتورة الحمائية الأمريكية"".","Economy"
" وجاءت تصريحات ترمب على ""تويتر"" بعد أن أعلن الخميس الماضي عن خطط لفرض تعريفات جمركية بنسبة 25 في المائة على الصلب المستورد و10 في المائة على فئات واسعة من واردات الألمنيوم، ما دفع الشركاء التجاريين إلى النظر في اتخاذ تدابير انتقامية، وتفاخر ترمب في وقت لاحق بأن الحروب التجارية ""جيدة، ومن السهل الفوز فيها"".","Economy"
" ولم يكن هذا القرار جديداً أو حتى مفاجئاً بالنسبة إلى دول العالم كافة، حيث كشف الرئيس الأمريكي عن تلميحات بشأن هذه الخطة المزمع تنفيذها في مناسبات عدة يمتد تاريخها إلى أقل قليلاً من عام مضى.","Economy"
" وكانت البداية في تموز (يوليو) الماضي، بعدما ألمح ترمب إلى أنه يخطط لفرض قيود جديدة على واردات الصلب عبر التعريفات الجمركية أو نظام الحصص النسبية، وذلك خلال إحدى جولاته في فرنسا.","Economy"
" تأتي تلميحات رئيس الولايات المتحدة بالتزامن مع إصدار تعليماته لوزارة التجارة للتحقيق فيما إذا كانت واردات الصلب والألمنيوم تمثل تهديداً للصناعة الوطنية الأمريكية.","Economy"
" وتجددت الإشارات في منتدى ""دافوس"" الاقتصادي الذي عقد في كانون الثاني (يناير) الماضي في سويسرا، بقوله ""إن جميع دول العالم تستغل بلاده وإنه يبحث عن علاقة تجارية متبادلة وعادلة، ليعقبها الكشف عن بحثه مجموعة من الخيارات بشأن واردات الصلب والألمنيوم"".","Economy"
" وفي نفس التوقيت وداخل ""دافوس""، أكد ويلبر روس وزير التجارة الأمريكي أن الولايات المتحدة وصلت إلى الحروب التجارية التي دائماً ما كانت موجودة، مقللا من أثر تلك التعريفات على زيادة الأسعار ومفسراً الوضع بأنه سيكون طفيفاً رغم انتشاره على نطاق واسع.","Economy"
" من جانبه، ألمح جان كلود يونكر رئيس المفوضية الأوروبية إلى أن الاتحاد الأوروبي يعد خطوات ضد علامات تجارية أمريكية مثل ""ليفياس""، و""هارلي ديفيدسون"".","Economy"
" وأوضح ألكسندر وينترستين، المتحدث باسم المفوضية الأوروبية، أن الاتحاد الأوروبي يستعد لهذا الوضع منذ ""فترة طويلة""، معتبرا قرارا بهذا الشأن يمكن اتخاذه عندما يجتمع كبار مسؤولي المفوضية الأربعاء المقبل.","Economy"
" وأشار وينترستين، إلى أن الاتحاد الأوروبي سيقف على استعداد لحماية سوق الصلب المحاصر في أوروبا في حالة ارتفاع الواردات نتيجة للتعريفات الأمريكية، مضيفا أن ""الاتحاد الأوروبي سيسعى إلى تسوية النزاع أمام منظمة التجارة العالمية"".","Economy"
